instrument,algorithm,scenario,preset,seed,sheep_model,dog_controller,obs_mode,n_sheep,n_shepherds,success,total_ticks,resolved_config,stubborn_fraction,sweep_label,factor_label,final_gcm_goal,final_success_rate,final_sheep_in_goal,time_to_goal,shepherd_path,final_min_separation,mean_cohesion,min_cohesion,max_cohesion,auc_cohesion,mean_gcm_goal,min_gcm_goal,max_gcm_goal,auc_gcm_goal,mean_polarization,min_polarization,max_polarization,auc_polarization,mean_fragmentation,min_fragmentation,max_fragmentation,auc_fragmentation,mean_outlier_count,min_outlier_count,max_outlier_count,auc_outlier_count,control_efficiency,first_success_tick
strombom,strombom,drive_to_goal,custom,3,strombom,collect_drive,local_positions,20,1,True,158,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 1, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'local_positions', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.5, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.5,"n_sheep=20, n_shepherds=1, obs_mode=local_positions, stubborn_fraction=0.5","n_sheep=20, n_shepherds=1, obs_mode=local_positions, stubborn_fraction=0.5",8.671731462129463,1.0,20.0,158.0,157.5,0.6099920353616552,6.978670475246549,3.7919540692483573,21.274165187124233,6.978670475246549,47.41918144716041,8.671731462129463,83.20675920480268,47.41918144716041,0.5442182303770012,0.0,0.9727491229856172,0.5442182303770012,0.808805031446541,0.1,1.0,0.808805031446541,2.5157232704402515,0.0,17.0,2.5157232704402515,0.4732382713820522,158.0
strombom,strombom,drive_to_goal,custom,1,strombom,collect_drive,global,20,2,True,119,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.0,"n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0","n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0",11.292907103341943,1.0,20.0,119.0,298.4071072309918,0.35436440862428414,7.546800787797614,3.2616771326722,23.10411872030615,7.546800787797614,49.52997422713121,11.292907103341943,85.04489376368404,49.52997422713121,0.6900105275816701,0.0,0.9764774750367617,0.6900105275816701,0.7375,0.1,1.0,0.7375,3.45,0.0,18.0,3.45,0.24715224561743415,119.0
strombom,strombom,drive_to_goal,custom,2,strombom,collect_drive,global,20,2,True,125,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.0,"n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0","n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0",9.871182949236266,1.0,20.0,125.0,304.1050738293822,0.9080143778250276,6.624928196634641,3.0721559099029476,20.18455233315248,6.624928196634641,48.8990595823174,9.871182949236266,85.4702427263238,48.8990595823174,0.6839142852158154,0.0,0.9712036177001392,0.6839142852158154,0.790873015873016,0.15,1.0,0.790873015873016,2.6507936507936507,0.0,13.0,2.6507936507936507,0.248595193842449,125.0
strombom,strombom,drive_to_goal,custom,3,strombom,collect_drive,global,20,2,True,158,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.0,"n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0","n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0",9.670395270616325,1.0,20.0,158.0,392.41859444938143,0.6299526817401304,6.758512864965545,3.3214698209093414,21.274165187124233,6.758512864965545,49.48365893441414,9.670395270616325,83.20675920480268,49.48365893441414,0.6808525671420048,0.0,0.994200897803674,0.6808525671420048,0.7918238993710692,0.1,1.0,0.7918238993710692,2.8176100628930816,0.0,17.0,2.8176100628930816,0.1873926592020142,158.0
strombom,strombom,drive_to_goal,custom,1,strombom,collect_drive,global,20,2,True,160,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.5, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.5,"n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0.5","n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0.5",7.343463453145367,1.0,20.0,160.0,291.0,0.7181138726120684,6.712573484204174,3.8408465969856302,23.10411872030615,6.712573484204174,47.06259352588842,7.343463453145367,85.04489376368404,47.06259352588842,0.5357477979494533,0.0,0.9555223907114406,0.5357477979494533,0.8192546583850931,0.1,1.0,0.8192546583850931,2.329192546583851,0.0,18.0,2.329192546583851,0.2670152244348408,160.0
strombom,strombom,drive_to_goal,custom,2,strombom,collect_drive,global,20,2,True,156,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.5, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.5,"n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0.5","n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0.5",9.60679192310628,1.0,20.0,156.0,286.5,0.7616500699252461,6.196601660608323,3.5887222639969516,20.18455233315248,6.196601660608323,47.77086609256864,9.60679192310628,85.4702427263238,47.77086609256864,0.53845615365235,0.0,0.9535189619603942,0.53845615365235,0.8538216560509555,0.15,1.0,0.8538216560509555,1.8598726114649682,0.0,13.0,1.8598726114649682,0.26479389460110825,156.0
strombom,strombom,drive_to_goal,custom,3,strombom,collect_drive,global,20,2,True,169,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.5, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.5,"n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0.5","n_sheep=20, n_shepherds=2, obs_mode=global, stubborn_fraction=0.5",8.833025230965653,1.0,20.0,169.0,318.00000000000006,0.9028089048064418,6.662783554104535,3.584571833275093,21.274165187124233,6.662783554104535,47.56459738480688,8.833025230965653,83.20675920480268,47.56459738480688,0.5299790807439114,0.0,0.9579190511472387,0.5299790807439114,0.8197058823529413,0.1,1.0,0.8197058823529413,2.3529411764705883,0.0,17.0,2.3529411764705883,0.23387966658439316,169.0
strombom,strombom,drive_to_goal,custom,1,strombom,collect_drive,local_positions,20,2,True,120,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'local_positions', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.0,"n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0","n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0",10.588770182614658,1.0,20.0,120.0,296.4813369667604,0.3165224551283976,7.5514440304710275,3.005906308845289,23.10411872030615,7.5514440304710275,48.99436092022031,10.588770182614658,85.04489376368404,48.99436092022031,0.6827935753309902,0.0,0.9764774750367617,0.6827935753309902,0.7318181818181818,0.1,1.0,0.7318181818181818,3.644628099173554,0.0,18.0,3.644628099173554,0.251132581709239,120.0
strombom,strombom,drive_to_goal,custom,2,strombom,collect_drive,local_positions,20,2,True,123,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'local_positions', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.0,"n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0","n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0",10.763768360453852,1.0,20.0,123.0,304.65571900134483,0.7354610125347726,6.711902383099351,2.9885908158041,20.18455233315248,6.711902383099351,49.832425101281004,10.763768360453852,85.4702427263238,49.832425101281004,0.6832319410929449,0.0,0.9712036177001392,0.6832319410929449,0.7798387096774193,0.15,1.0,0.7798387096774193,2.7096774193548385,0.0,13.0,2.7096774193548385,0.24521605768884377,123.0
strombom,strombom,drive_to_goal,custom,3,strombom,collect_drive,local_positions,20,2,True,126,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'local_positions', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.0,"n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0","n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0",10.451630544520885,1.0,20.0,126.0,342.1773049963769,0.7934993209183979,7.526028993360738,3.2005262407700803,21.274165187124233,7.526028993360738,48.847550072239684,10.451630544520885,83.20675920480268,48.847550072239684,0.6945714156510043,0.0,0.994200897803674,0.6945714156510043,0.7440944881889764,0.1,1.0,0.7440944881889764,3.3149606299212597,0.0,17.0,3.3149606299212597,0.21262406243176227,126.0
strombom,strombom,drive_to_goal,custom,1,strombom,collect_drive,local_positions,20,2,True,160,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'local_positions', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.5, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.5,"n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0.5","n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0.5",7.393048714298395,1.0,20.0,160.0,291.0,0.9522206397876105,6.87299183352353,4.001725259986837,23.10411872030615,6.87299183352353,47.52143574235512,7.393048714298395,85.04489376368404,47.52143574235512,0.530759433262669,0.0,0.9560050654274637,0.530759433262669,0.8111801242236026,0.1,1.0,0.8111801242236026,2.5652173913043477,0.0,18.0,2.5652173913043477,0.26684482834840434,160.0
strombom,strombom,drive_to_goal,custom,2,strombom,collect_drive,local_positions,20,2,True,163,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'local_positions', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.5, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.5,"n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0.5","n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0.5",9.38751372938474,1.0,20.0,163.0,289.5,1.2063540704413478,6.2063899931467,3.7312472319999466,20.18455233315248,6.2063899931467,47.10408412706105,9.38751372938474,85.4702427263238,47.10408412706105,0.5201049471376407,0.0,0.9535273160186238,0.5201049471376407,0.8493902439024391,0.15,1.0,0.8493902439024391,1.9695121951219512,0.0,13.0,1.9695121951219512,0.26280735404814876,163.0
strombom,strombom,drive_to_goal,custom,3,strombom,collect_drive,local_positions,20,2,True,151,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 20, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 2, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'local_positions', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.5, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.5,"n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0.5","n_sheep=20, n_shepherds=2, obs_mode=local_positions, stubborn_fraction=0.5",8.259553884069186,1.0,20.0,151.0,304.5,0.896634202151537,7.26832700071497,3.839775300684854,21.274165187124233,7.26832700071497,47.29857902898903,8.259553884069186,83.20675920480268,47.29857902898903,0.5669686688317565,0.0,0.957169752162325,0.5669686688317565,0.7828947368421053,0.1,1.0,0.7828947368421053,2.8289473684210527,0.0,17.0,2.8289473684210527,0.2461320371781067,151.0
strombom,strombom,drive_to_goal,custom,1,strombom,collect_drive,global,40,1,True,133,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 40, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 1, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.0,"n_sheep=40, n_shepherds=1, obs_mode=global, stubborn_fraction=0","n_sheep=40, n_shepherds=1, obs_mode=global, stubborn_fraction=0",9.039499016473437,1.0,40.0,133.0,146.99801298523673,0.4609924326035865,7.570979250067874,3.962784321293347,23.52294149212758,7.570979250067874,49.00957487209236,9.039499016473437,88.10087752981714,49.00957487209236,0.6504028597671832,0.0,0.9633517947689301,0.6504028597671832,0.8149253731343282,0.15,1.0,0.8149253731343282,2.1865671641791047,0.0,22.0,2.1865671641791047,0.5378397769314336,133.0
strombom,strombom,drive_to_goal,custom,2,strombom,collect_drive,global,40,1,True,134,"{'world_width': 150.0, 'world_height': 150.0, 'goal_center': [15.0, 15.0], 'goal_radius': 15.0, 'max_ticks': 400, 'measurement_radius': 5.0, 'n_sheep': 40, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'n_shepherds': 1, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'cluster', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",0.0,"n_sheep=40, n_shepherds=1, obs_mode=global, stubborn_fraction=0","n_sheep=40, n_shepherds=1, obs_mode=global, stubborn_fraction=0",8.645829235284843,1.0,40.0,134.0,152.511261815059,0.36619462698856664,7.058771804034422,4.148869156233048,20.850712964472233,7.058771804034422,47.6978432047396,8.645829235284843,86.07566166205704,47.6978432047396,0.6440239245110876,0.0,0.9260744915398534,0.6440239245110876,0.8340740740740741,0.125,1.0,0.8340740740740741,1.8444444444444446,0.0,16.0,1.8444444444444446,0.5076991135295084,134.0
